product_id,brand,product_name,identity_name,subtitle,product_type,category,subcategory,category_path,collection_or_series,price,market_price,currency,size,size_value,size_unit,description,long_description,notes,fragrance,ingredients,usage_tips,formula,story,savoir_faire,characteristics,primary_image,image_list,product_url,sku,spu,stock,status,search_text,entity_tags,source
orphblotion-hand-and-body-lotion,Diptyque,奥费恩香调润肤乳,奥费恩香调润肤乳,雪松、香豆、杜松子、茉莉,fragrance,奥费恩,香氛之艺身体护理,人气精选 | 奥费恩 | 探索全部 | 身体护理 | 身体护肤 | 香氛之艺身体护理,奥费恩,540,540,CNY,200ML,200,ML,一幅标志性的嗅觉肖像，重现Diptyque创始人钟爱的巴黎爵士俱乐部Orphéon。香气融入丝滑乳液，轻柔包裹身体，留下持久余韵。,香豆、雪松与杜松子在烟草薄雾、轻柔脂粉与润泽的木香之间轻盈流转。奥费恩的记忆于肌肤之上苏醒，留下舒缓沁润触感，仿佛重回那些令人难忘的夜晚。,雪松 | 香豆 | 杜松子 | 茉莉,奥费恩,水 | 甘油 | 柠檬酸三乙酯 | 辛酸/癸酸甘油三酯 | 辛基十二醇肉豆蔻酸酯 | (日用)香精 | 甘油硬脂酸酯柠檬酸酯 | 山嵛醇 | 牛油果树(BUTYROSPERMUM PARKII)果脂 | 甘油山嵛酸酯 | 1 | 3-丙二醇 | 羟丙基淀粉磷酸酯 | 龙涎酮 | 微晶纤维素 | 柠檬酸钠 | 柠檬酸 | 苯甲酸钠 | 纤维素胶 | 黄原胶 | 山梨酸钾 | 芳樟醇 | 葡糖酸钠 | 苧烯 | 柠檬(CITRUS LIMON)果皮油 | 酸橙果皮油 | 北美圆柏(JUNIPERUS VIRGINIANA)油 | 羟基香茅醛 | a-异甲基紫罗兰酮 | 蒎烯 | 广藿香(POGOSTEMON CABLIN)油 | 香茅醇 | 乙酸芳樟酯 | 依兰油/提取物 | 蓝桉油 | 柠檬醛 | β-石竹烯 | 氢氧化钠 | 北非雪松油/提取物 | 蔷薇花油/提取物 | 香豆素。Diptyque会定期更新其产品成分表。使用前 | 请以产品包装上标注的最新信息为准 | 并确认相关成分适合您的个人使用需求。,,配方： 这款香氛乳液质地轻盈、细腻顺滑、滋润保湿。令肌肤柔软弹润、细腻舒适。精致的护理仪式，令肌肤整日散发迷人香气。,,,,https://www.diptyque-cn.com/media/catalog/product/l/a/lait-corps-orpheon_orpheon-2026_200ml_orphblotion_rvb_bd_fond-gris_spec-ecom_1_diptyque.jpg,https://www.diptyque-cn.com/media/catalog/product/l/a/lait-corps-orpheon_orpheon-2026_200ml_orphblotion_rvb_bd_fond-gris_spec-ecom_1_diptyque.jpg | https://www.diptyque-cn.com/media/catalog/product/l/a/lait-corps-orpheon_orpheon-2026_200ml_orphblotion__rvb_bd_fond-gris_spec-ecom_2_diptyque.jpg,https://www.diptyque-cn.com/p/orphblotion-hand-and-body-lotion.html,ORPHBLOTION,BODYORPHBLOTION,39,1,奥费恩香调润肤乳 | 雪松、香豆、杜松子、茉莉 | fragrance | 奥费恩 | 香氛之艺身体护理 | 人气精选 | 奥费恩 | 探索全部 | 身体护理 | 身体护肤 | 香氛之艺身体护理 | 雪松 | 香豆 | 杜松子 | 茉莉 | 一幅标志性的嗅觉肖像，重现Diptyque创始人钟爱的巴黎爵士俱乐部Orphéon。香气融入丝滑乳液，轻柔包裹身体，留下持久余韵。 | 香豆、雪松与杜松子在烟草薄雾、轻柔脂粉与润泽的木香之间轻盈流转。奥费恩的记忆于肌肤之上苏醒，留下舒缓沁润触感，仿佛重回那些令人难忘的夜晚。,雪松 | 香豆 | 杜松子 | 茉莉 | 奥费恩 | 香氛之艺身体护理 | fragrance,diptyque_official_website
alphabet-candle-holder-deco01069,Diptyque,字母金属烛罩,字母金属烛罩,金属,home fragrance,烛罩,香氛蜡烛配饰,探索全部 | 烛罩 | 臻选礼赠 | 艺术家居 | 蜡烛配件 | 香氛蜡烛配饰,,2450,2450,CNY,,,,金色的光影，闪闪发亮。,一件独特的装饰作品，让Diptyque的跃动字符在烛火的光影中翩翩起舞。,金属,,,建议用蘸有少许水分的软布擦拭，保持表面干燥。,,,,搭配：190g蜡烛 材质：金属 重量：360g 尺寸：直径10cm / 高11.5cm,https://www.diptyque-cn.com/media/catalog/product/p/h/photophore-alphabet_deco01069_rvb_hd_fond-gris_spec-ecom_1_diptyque.jpg,https://www.diptyque-cn.com/media/catalog/product/p/h/photophore-alphabet_deco01069_rvb_hd_fond-gris_spec-ecom_1_diptyque.jpg | https://www.diptyque-cn.com/media/catalog/product/p/h/photophore-alphabet_deco01069_rvb_hd_fond-noir_spec-ecom_2_diptyque.jpg,https://www.diptyque-cn.com/p/alphabet-candle-holder-deco01069.html,DECO01069,Dip2022102027,2,1,字母金属烛罩 | 金属 | home fragrance | 烛罩 | 香氛蜡烛配饰 | 探索全部 | 烛罩 | 臻选礼赠 | 艺术家居 | 蜡烛配件 | 香氛蜡烛配饰 | 金色的光影，闪闪发亮。 | 一件独特的装饰作品，让Diptyque的跃动字符在烛火的光影中翩翩起舞。 | 建议用蘸有少许水分的软布擦拭，保持表面干燥。 | 搭配：190g蜡烛 材质：金属 重量：360g 尺寸：直径10cm / 高11.5cm,金属 | 烛罩 | 香氛蜡烛配饰 | home fragrance,diptyque_official_website
premo6100-de-parfum-100ml,Diptyque,宝石之眼淡香精,宝石之眼淡香精,琥珀木质香,fragrance,个人香氛,淡香精,个人香氛 | 人气精选 | 大千之蕴 | 淡香精,大千之蕴,2700,2700,CNY,100ML,100,ML,明亮生动的大黄融入安息香的香脂与奶油气息中，打造出丰润诱人的香气。,海地香根草那灵动的木质与柑橘香进一步丰富了嗅觉层次，而一抹精妙的玫瑰香调则全面提升了优雅质感。,琥珀木质香,,成分：变性乙醇 | 香精 | 水 | 水杨酸乙基己酯。其他微量成分：丁基甲氧基二苯甲酰基甲烷 | 亚丁香基丙二酸二乙基己酯,,,无论是野性之美还是人类杰作，大自然始终是Diptyque取之不竭的灵感之源。自然足以愉悦视线、激发好奇、滋养创意。 透过大千之蕴淡香精系列，Diptyque继续香氛探索之旅，致敬自然间所蕴藏的奇珍异宝：珊瑚、珍珠母贝、树皮、睡莲与沙漠玫瑰。这些人们难以感知气味的自然珍蕴，经调香师们重新演绎，在感官与想象的指引下，散发非同寻常的嗅觉力量。 明亮生动的大黄完美融入安息香的香脂与奶油气息中，打造出丰润诱人的香气。海地香根草那灵动的木质与柑橘香进一步丰富了嗅觉层次，而一抹精妙的玫瑰香调则全面提升了优雅质感。 本款香氛精品巧妙结合调香师Quentin Bisch与插画师Nigel Peake的倾情杰作，带领人们近距离感受孔雀这一优雅高贵的自然生灵。,,,https://www.diptyque-cn.com/media/catalog/product/l/a/lazulio_les-essences-de-diptyque_ledd25_prem06100_rvb_hd_fond-gris_spec-ecom_2_diptyque_1.jpg,https://www.diptyque-cn.com/media/catalog/product/l/a/lazulio_les-essences-de-diptyque_ledd25_prem06100_rvb_hd_fond-gris_spec-ecom_2_diptyque_1.jpg | https://www.diptyque-cn.com/media/catalog/product/l/e/les_essences_de_diptyque_2025_visuel_secondaire_lazulio_ingredients_rvb_2025x2700_diptyque.jpg | https://www.diptyque-cn.com/media/catalog/product/l/a/lazulio_les-essences-de-diptyque_100ml_prem06100_rvb_hd_fond-gris_spec-ecom_1_diptyque_1.jpg,https://www.diptyque-cn.com/p/premo6100-de-parfum-100ml.html,PREM06100,EDPPREM06100,7,1,宝石之眼淡香精 | 琥珀木质香 | fragrance | 个人香氛 | 淡香精 | 个人香氛 | 人气精选 | 大千之蕴 | 淡香精 | 大千之蕴 | 明亮生动的大黄融入安息香的香脂与奶油气息中，打造出丰润诱人的香气。 | 海地香根草那灵动的木质与柑橘香进一步丰富了嗅觉层次，而一抹精妙的玫瑰香调则全面提升了优雅质感。 | 无论是野性之美还是人类杰作，大自然始终是Diptyque取之不竭的灵感之源。自然足以愉悦视线、激发好奇、滋养创意。 透过大千之蕴淡香精系列，Diptyque继续香氛探索之旅，致敬自然间所蕴藏的奇珍异宝：珊瑚、珍珠母贝、树皮、睡莲与沙漠玫瑰。这些人们难以感知气味的自然珍蕴，经调香师们重新演绎，在感官与想象的指引下，散发非同寻常的嗅觉力量。 明亮生动的大黄完美融入安息香的香脂与奶油气息中，打造出丰润诱人的香气。海地香根草那灵动的木质与柑橘香进一步丰富了嗅觉层次，而一抹精妙的玫瑰香调则全面提升了优雅质感。 本款香氛精品巧妙结合调香师Quentin Bisch与插画师Nigel Peake的倾情杰作，带领人们近距离感受孔雀这一优雅高贵的自然生灵。,琥珀木质香 | 个人香氛 | 淡香精 | fragrance | 大千之蕴,diptyque_official_website
eau-de-toilette-ofresia-1,Diptyque,小苍兰香调淡香水,小苍兰香调淡香水,白小苍兰、康乃馨、愈创木、黑胡椒,fragrance,个人香氛,淡香水,个人香氛 | 探索全部 | 淡香水,,1420,1420,CNY,100ML,100,ML,身处在诺曼底花园中，处处透露着清新芬芳的晨露香气。在花园小径蜿蜒的一处，小苍兰如瀑布般茂盛，花朵散发的香气，微妙的介于青翠与嫩白之间。,小苍兰香调香水呈现出嗅觉对比，小苍兰的清新细腻与神秘的黑胡椒相互映衬。,白小苍兰 | 康乃馨 | 愈创木 | 黑胡椒,,变性乙醇 | 水 | 香精,,,,,,https://www.diptyque-cn.com/media/catalog/product/6/6/66666_1.png,https://www.diptyque-cn.com/media/catalog/product/6/6/66666_1.png | https://www.diptyque-cn.com/media/catalog/product/7/7/777777_1.png,https://www.diptyque-cn.com/p/eau-de-toilette-ofresia-1.html,OFRESIA100V2,EDTOFRESIA100V1,7,1,小苍兰香调淡香水 | 白小苍兰、康乃馨、愈创木、黑胡椒 | fragrance | 个人香氛 | 淡香水 | 个人香氛 | 探索全部 | 淡香水 | 白小苍兰 | 康乃馨 | 愈创木 | 黑胡椒 | 身处在诺曼底花园中，处处透露着清新芬芳的晨露香气。在花园小径蜿蜒的一处，小苍兰如瀑布般茂盛，花朵散发的香气，微妙的介于青翠与嫩白之间。 | 小苍兰香调香水呈现出嗅觉对比，小苍兰的清新细腻与神秘的黑胡椒相互映衬。,白小苍兰 | 康乃馨 | 愈创木 | 黑胡椒 | 个人香氛 | 淡香水 | fragrance,diptyque_official_website
eau-capitale-hair-mist,Diptyque,巴黎之水发香喷雾,巴黎之水发香喷雾,玫瑰、佛手柑、广藿香,fragrance,个人香氛,巴黎之水,个人香氛 | 发香喷雾 | 巴黎之水 | 探索全部,巴黎之水,580,580,CNY,30ML,30,ML,恣意绽放的玫瑰花束搭配新鲜的佛手柑，粉红胡椒平添一丝辛辣气息。而广藿香则仿佛带来自由的宣言。,巴黎之水发香喷雾轻盈而细腻。展现巴黎之水馥郁的香气。,玫瑰 | 佛手柑 | 广藿香,巴黎之水,变性乙醇 | 水 | 香精 | PEG-40 氢化蓖麻油 | 椰油醇-辛酸酯/癸酸酯 | 水杨酸乙基己酯 | 丁基甲氧基二苯甲酰基甲烷。其他微量成分：油茶(CAMELLIA OLEIFERA)籽油 | 乙醇 | 季戊四醇四(双-叔丁基羟基氢化肉桂酸)酯 | 三(四甲基羟基哌啶醇)柠檬酸盐 | 苯甲醇 | 苯甲酸甲酯 | 生育酚(维生素E),洗净头发后，在距离头发20cm处，喷洒适量于头发上。,轻盈而细腻，仿佛为发丝笼上一层看不见的香气面纱，令发丝散发精致芬芳。,Diptyque秉承品牌传统于香氛悠远历史中汲取灵感。以一种新的方式-香氛之艺身体护理系列重塑用香之道，使无形缥缈愉悦感官的香氛世界触手可及。相得益彰的质感与香气随即开启一场独特的嗅觉与触觉感官之旅。只需要日常护理的简单步骤，便可收获一整天雅致的香氛体验和仪式感。,,,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-eau-capital-hair-mist-30ml-capihmist-1__.web_1.png,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-eau-capital-hair-mist-30ml-capihmist-1__.web_1.png | https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-eau-capital-hair-mist-30ml-capihmist-2.jpg,https://www.diptyque-cn.com/p/eau-capitale-hair-mist.html,CAPIHMIST,HAIRMIST1,10,1,巴黎之水发香喷雾 | 玫瑰、佛手柑、广藿香 | fragrance | 个人香氛 | 巴黎之水 | 个人香氛 | 发香喷雾 | 巴黎之水 | 探索全部 | 玫瑰 | 佛手柑 | 广藿香 | 恣意绽放的玫瑰花束搭配新鲜的佛手柑，粉红胡椒平添一丝辛辣气息。而广藿香则仿佛带来自由的宣言。 | 巴黎之水发香喷雾轻盈而细腻。展现巴黎之水馥郁的香气。 | 洗净头发后，在距离头发20cm处，喷洒适量于头发上。 | Diptyque秉承品牌传统于香氛悠远历史中汲取灵感。以一种新的方式-香氛之艺身体护理系列重塑用香之道，使无形缥缈愉悦感官的香氛世界触手可及。相得益彰的质感与香气随即开启一场独特的嗅觉与触觉感官之旅。只需要日常护理的简单步骤，便可收获一整天雅致的香氛体验和仪式感。,玫瑰 | 佛手柑 | 广藿香 | 个人香氛 | 巴黎之水 | fragrance,diptyque_official_website
creme-de-parfum-pour-les-mains-eau-capitale-45-ml-1,Diptyque,巴黎之水护手霜,巴黎之水护手霜,玫瑰、佛手柑、广藿香,fragrance,巴黎之水,香氛之艺身体护理,巴黎之水 | 手部护肤 | 探索全部 | 身体护理 | 香氛之艺身体护理,巴黎之水,390,390,CNY,45ML,45,ML,于Diptyque而言，唯有层次丰富的传奇香调，才能致敬“千面之城”巴黎。,恣意绽放的玫瑰花束搭配新鲜的佛手柑，粉红胡椒平添一丝辛辣气息。而广藿香则仿佛带来自由的宣言。,玫瑰 | 佛手柑 | 广藿香,巴黎之水,水 | 甘油 | 椰油醇-辛酸酯/癸酸酯 | 全缘叶澳洲坚果（MACADAMIA INTEGRIFOLIA）籽油 | 香精 | 硅石 | 1 | 2-戊二醇 | 鲸蜡醇 | PEG-100 硬脂酸酯 | 甘油硬脂酸酯 | 卡波姆 | 硬脂酸 | 棕榈酸 | 氯苯甘醚 | 苯甲酸钠。其他微量成分：氢氧化钠 | 透明质酸钠 | 库拉索芦荟（ALOE BARBADENSIS）叶汁粉 | 生育酚（维生素E）,取适量涂抹于干燥或清洁后的双手。,质地丰盈的护手霜采用专为手部设计的特殊配方，在保护手部肌肤的同时带来诱人香气。 富含芦荟和澳洲坚果籽油，防护及修复功效质地丰盈，也可滋养指甲。,,,,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-eau-capitale-hand-cream-45-ml-capihcreamv1-1.jpg,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-eau-capitale-hand-cream-45-ml-capihcreamv1-1.jpg | https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-eau-capitale-hand-cream-45-ml-capihcreamv1-2.jpg,https://www.diptyque-cn.com/p/creme-de-parfum-pour-les-mains-eau-capitale-45-ml-1.html,CAPIHCREAMV1,HANDCRE3,0,1,巴黎之水护手霜 | 玫瑰、佛手柑、广藿香 | fragrance | 巴黎之水 | 香氛之艺身体护理 | 巴黎之水 | 手部护肤 | 探索全部 | 身体护理 | 香氛之艺身体护理 | 玫瑰 | 佛手柑 | 广藿香 | 于Diptyque而言，唯有层次丰富的传奇香调，才能致敬“千面之城”巴黎。 | 恣意绽放的玫瑰花束搭配新鲜的佛手柑，粉红胡椒平添一丝辛辣气息。而广藿香则仿佛带来自由的宣言。 | 取适量涂抹于干燥或清洁后的双手。,玫瑰 | 佛手柑 | 广藿香 | 巴黎之水 | 香氛之艺身体护理 | fragrance,diptyque_official_website
eau-capitale-eau-de-parfum-1,Diptyque,巴黎之水淡香精,巴黎之水淡香精,玫瑰、佛手柑、广藿香、玫瑰浆果,fragrance,个人香氛,淡香精,个人香氛 | 巴黎之水 | 探索全部 | 淡香精,巴黎之水,1650,1650,CNY,75ML,75,ML,于Diptyque而言，唯有层次丰富的传奇香调，才能致敬“千面之城”巴黎。,恣意绽放的玫瑰花束搭配新鲜的佛手柑，粉红胡椒平添一丝辛辣气息。而广藿香则仿佛带来自由的宣言。,玫瑰 | 佛手柑 | 广藿香 | 玫瑰浆果,,变性乙醇 | 水 | 香精 | 水杨酸乙基己酯 | 丁基甲氧基二苯甲酰基甲烷。其他微量成分：乙醇 | 三（四甲基羟基哌啶醇）柠檬酸盐,,,,,,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-eau-capitale-eau-de-parfum-75ml-capitap75c-1.jpg,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-eau-capitale-eau-de-parfum-75ml-capitap75c-1.jpg | https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-eau-capitale-eau-de-parfum-75ml-capitap75c-2.jpg | https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-eau-capitale-eau-de-parfum-75ml-capitap75c-3.jpg,https://www.diptyque-cn.com/p/eau-capitale-eau-de-parfum-1.html,CAPITAP75CV1,EDPCAPITAP75C,8,1,巴黎之水淡香精 | 玫瑰、佛手柑、广藿香、玫瑰浆果 | fragrance | 个人香氛 | 淡香精 | 个人香氛 | 巴黎之水 | 探索全部 | 淡香精 | 巴黎之水 | 玫瑰 | 佛手柑 | 广藿香 | 玫瑰浆果 | 于Diptyque而言，唯有层次丰富的传奇香调，才能致敬“千面之城”巴黎。 | 恣意绽放的玫瑰花束搭配新鲜的佛手柑，粉红胡椒平添一丝辛辣气息。而广藿香则仿佛带来自由的宣言。,玫瑰 | 佛手柑 | 广藿香 | 玫瑰浆果 | 个人香氛 | 淡香精 | fragrance | 巴黎之水,diptyque_official_website
figuier-fig-tree-scented-oval,Diptyque,希腊无花果室内香氛蜡,希腊无花果室内香氛蜡,果香调,candle,室内香氛,无花果,室内香氛 | 室内香氛蜡 | 家居香氛 | 无花果,无花果,580,580,CNY,35G,35,G,一整棵令人着迷的无花果树气息，采用椭圆型香氛蜡，镶嵌在陶瓷环中。,希腊无花果及白雪松的新鲜木质调香味，彷佛充满夏日阳光亲吻过的气味。,果香调,希腊无花果,,适合摆放于小空间，如衣柜或抽屉。不建议放置于车内或高温环境下。,,Diptyque室内香氛蜡由Jean-Marc Gady工作室设计，散发Diptyque经典香氛。每一款香氛蜡均镌刻上香气的名字，嵌入品牌经典的椭圆陶瓷外环。黑色挂绳便于将香氛蜡悬挂于衣橱或衣帽间。怡人香气慢慢释放，香气持续可达三个月左右。,,-悬挂于衣橱或室内，亦可放置于抽屉或鞋柜中 -香气持续可达三个月左右 -规格：高9.9厘米；宽7.9厘米,https://www.diptyque-cn.com/media/catalog/product/1/1/11111_1_4.png,https://www.diptyque-cn.com/media/catalog/product/1/1/11111_1_4.png | https://www.diptyque-cn.com/media/catalog/product/2/2/2222_4.png,https://www.diptyque-cn.com/p/figuier-fig-tree-scented-oval.html,PFI,HOMESCO3,6,1,希腊无花果室内香氛蜡 | 果香调 | candle | 室内香氛 | 无花果 | 室内香氛 | 室内香氛蜡 | 家居香氛 | 无花果 | 希腊无花果 | 一整棵令人着迷的无花果树气息，采用椭圆型香氛蜡，镶嵌在陶瓷环中。 | 希腊无花果及白雪松的新鲜木质调香味，彷佛充满夏日阳光亲吻过的气味。 | 适合摆放于小空间，如衣柜或抽屉。不建议放置于车内或高温环境下。 | Diptyque室内香氛蜡由Jean-Marc Gady工作室设计，散发Diptyque经典香氛。每一款香氛蜡均镌刻上香气的名字，嵌入品牌经典的椭圆陶瓷外环。黑色挂绳便于将香氛蜡悬挂于衣橱或衣帽间。怡人香气慢慢释放，香气持续可达三个月左右。 | -悬挂于衣橱或室内，亦可放置于抽屉或鞋柜中 -香气持续可达三个月左右 -规格：高9.9厘米；宽7.9厘米,果香调 | 室内香氛 | 无花果 | candle,diptyque_official_website
cartouche-figuier-1,Diptyque,希腊无花果扩香器香氛补充包,希腊无花果扩香器香氛补充包,果香调,candle,室内香氛,补充装,室内香氛 | 家居香氛 | 无花果 | 电子扩香器 | 补充装,无花果,450,450,CNY,,,,一整棵令人着迷的无花果树在此呈现：树皮的温暖，树叶的清新，果实汁液的乳香气息,香氛补充包内含浓缩香氛因子的微胶囊，真是还原每种香型特质。释放无花果的树叶、果实汁液的木质气息。,果香调,希腊无花果,,-适用于车载扩香器、便携式电子扩香器、电子扩香器。 -请参考每种扩香产品标签说明，了解相应的使用建议。,,,,-使用后妥善密封，补充包可持续散香约三个月。 -开封后可在密封袋中储存18个月。 -连续40小时使用寿命。 -规格：高6.9厘米；宽5.5厘米,https://www.diptyque-cn.com/media/catalog/product/8/8/888888.png,https://www.diptyque-cn.com/media/catalog/product/8/8/888888.png | https://www.diptyque-cn.com/media/catalog/product/9/9/99999_1.png,https://www.diptyque-cn.com/p/cartouche-figuier-1.html,CAPSFI1,CAPSULES6,14,1,希腊无花果扩香器香氛补充包 | 果香调 | candle | 室内香氛 | 补充装 | 室内香氛 | 家居香氛 | 无花果 | 电子扩香器 | 补充装 | 无花果 | 希腊无花果 | 一整棵令人着迷的无花果树在此呈现：树皮的温暖，树叶的清新，果实汁液的乳香气息 | 香氛补充包内含浓缩香氛因子的微胶囊，真是还原每种香型特质。释放无花果的树叶、果实汁液的木质气息。 | -适用于车载扩香器、便携式电子扩香器、电子扩香器。 -请参考每种扩香产品标签说明，了解相应的使用建议。 | -使用后妥善密封，补充包可持续散香约三个月。 -开封后可在密封袋中储存18个月。 -连续40小时使用寿命。 -规格：高6.9厘米；宽5.5厘米,果香调 | 室内香氛 | 补充装 | candle | 无花果,diptyque_official_website
sablier-figuier-2-1,Diptyque,希腊无花果扩香精,希腊无花果扩香精,果香调,candle,室内香氛,无花果,夏日气息家居香氛 | 室内香氛 | 扩香精 | 无花果,无花果,1620,1620,CNY,75ML,75,ML,与时间亲密接触的一款艺术精品。释放无花果的绿意芬芳。,香水缓缓滴落，散发出淡淡香味。一整棵令人着迷的无花果树在此呈现:树皮的温暖，树叶的清新，果实汁液的乳香气息。,果香调,希腊无花果,,将扩香精倒置，静待以完成一小时的循环。感受怡人的香气，以及Diptyque的奇妙时光。 是在小空间维持几个月香气的理想选择。 扩香精可以重复使用两次相同香型的补充装。,,Diptyque发挥创新精神，以扩香精重新演绎居家香氛。将扩香精倒置，静待以完成一小时的循环。感受怡人的香气，以及Diptyque的奇妙时光。是在小空间维持几个月香气的理想选择。扩香精可以重复使用两次相同香型的补充装。 请勿将其直接放置于玻璃，木头或者大理石表面。,,-旨在以一种温和而缓慢的方式散发香气，是在小空间维持几个月香气的理想选择（<20平方米） -一个周期大约持续时间：1小时 -可以用相同的香氛填充两次。 -规格：高19.4厘米；阔10厘米,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-figuier-fig-tree-hourglass-diffuser-hgficarb2-1.jpg,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-figuier-fig-tree-hourglass-diffuser-hgficarb2-1.jpg | https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-figuier-fig-tree-hourglass-diffuser-hgficarb2-2.jpg,https://www.diptyque-cn.com/p/sablier-figuier-2-1.html,HGFICARB3,HOMEHGFOCARB2D,9,1,希腊无花果扩香精 | 果香调 | candle | 室内香氛 | 无花果 | 夏日气息家居香氛 | 室内香氛 | 扩香精 | 无花果 | 希腊无花果 | 与时间亲密接触的一款艺术精品。释放无花果的绿意芬芳。 | 香水缓缓滴落，散发出淡淡香味。一整棵令人着迷的无花果树在此呈现:树皮的温暖，树叶的清新，果实汁液的乳香气息。 | 将扩香精倒置，静待以完成一小时的循环。感受怡人的香气，以及Diptyque的奇妙时光。 是在小空间维持几个月香气的理想选择。 扩香精可以重复使用两次相同香型的补充装。 | Diptyque发挥创新精神，以扩香精重新演绎居家香氛。将扩香精倒置，静待以完成一小时的循环。感受怡人的香气，以及Diptyque的奇妙时光。是在小空间维持几个月香气的理想选择。扩香精可以重复使用两次相同香型的补充装。 请勿将其直接放置于玻璃，木头或者大理石表面。 | -旨在以一种温和而缓慢的方式散发香气，是在小空间维持几个月香气的理想选择（<20平方米） -一个周期大约持续时间：1小时 -可以用相同的香氛填充两次。 -规格：高19.4厘米；阔10厘米,果香调 | 室内香氛 | 无花果 | candle,diptyque_official_website
figuier-fig-tree-hourglass-diffuser-refill-2-1,Diptyque,希腊无花果扩香精补充瓶,希腊无花果扩香精补充瓶,果香调,candle,室内香氛,补充装,室内香氛 | 家居香氛 | 扩香精 | 无花果 | 补充装,无花果,500,500,CNY,75ML,75,ML,释放无花果的绿意芬芳。,香水缓缓滴落，散发出淡淡香味。一整棵令人着迷的无花果树在此呈现：树皮的温暖，树叶的清新，果实汁液的乳香气息。,果香调,希腊无花果,,将相同香型的补充瓶放入扩香装置即可继续使用。,,,,规格：高7.9厘米；直径8.9厘米,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-figuier-fig-tree-hourglass-diffuser-refill-hgfircarb3-1_1_1.png,https://www.diptyque-cn.com/media/catalog/product/d/i/diptyque-figuier-fig-tree-hourglass-diffuser-refill-hgfircarb3-1_1_1.png,https://www.diptyque-cn.com/p/figuier-fig-tree-hourglass-diffuser-refill-2-1.html,HGFIRCARB3,HOMEHGFOCARB2K,4,1,希腊无花果扩香精补充瓶 | 果香调 | candle | 室内香氛 | 补充装 | 室内香氛 | 家居香氛 | 扩香精 | 无花果 | 补充装 | 无花果 | 希腊无花果 | 释放无花果的绿意芬芳。 | 香水缓缓滴落，散发出淡淡香味。一整棵令人着迷的无花果树在此呈现：树皮的温暖，树叶的清新，果实汁液的乳香气息。 | 将相同香型的补充瓶放入扩香装置即可继续使用。 | 规格：高7.9厘米；直径8.9厘米,果香调 | 室内香氛 | 补充装 | candle | 无花果,diptyque_official_website
